"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU2208"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae_1"	"g:Bacillus"	"UNKNOWN"
"OTU12337"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11142"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11740"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25792"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU980"	"d:Bacteria"	"p:Latescibacteria"	"g:Latescibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3076"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4142"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13541"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3290"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3213"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24640"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23223"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Blastopirellula"	"UNKNOWN"
"OTU6195"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5302"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3134"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4706"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU6221"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8380"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25779"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13972"	"d:Bacteria"	"p:Cyanobacteria/Chloroplast"	"c:Chloroplast"	"f:Chloroplast"	"g:Chlorophyta"	"UNKNOWN"	"UNKNOWN"
"OTU23900"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"g:Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19938"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6670"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"g:Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3636"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Pirellula"	"UNKNOWN"
"OTU6869"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU26949"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU7345"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3418"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24669"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Nocardioidaceae"	"g:Marmoricola"	"UNKNOWN"
"OTU12863"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1680"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15415"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5629"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1065"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2819"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18326"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3875"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25251"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19084"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9194"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12378"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18274"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15970"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Methylobacteriaceae"	"g:Methylobacterium"	"UNKNOWN"
"OTU9199"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4641"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5105"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20795"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae_2"	"UNKNOWN"	"UNKNOWN"
"OTU24801"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3973"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27937"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Nocardioidaceae"	"g:Nocardioides"	"UNKNOWN"
"OTU8773"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2859"	"d:Bacteria"	"p:Microgenomates"	"g:Microgenomates_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2025"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6623"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7656"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3577"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15690"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3069"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19853"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Solirubrobacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15691"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15968"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU894"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12789"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4325"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Thermomonosporaceae"	"g:Actinocorallia"	"UNKNOWN"
"OTU23356"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6704"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11141"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7183"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18285"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3264"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU27649"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2735"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9046"	"d:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20211"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae_1"	"g:Paenibacillus"	"UNKNOWN"
"OTU19470"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2325"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU23402"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12788"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8254"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4127"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20037"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4564"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Sinobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU6558"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8056"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp1"	"g:Gp1"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2324"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28254"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Nocardioidaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12703"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Thermomonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15064"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Pseudonocardiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU13943"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10819"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13580"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7609"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13025"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1578"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8681"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14733"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7198"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26166"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23724"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5612"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2088"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10168"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4665"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5518"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU6996"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16056"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4525"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16885"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22080"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23659"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Gaiellales"	"f:Gaiellaceae"	"g:Gaiella"	"UNKNOWN"
"OTU19283"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Pseudonocardiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU5299"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4029"	"d:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4805"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11433"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5800"	"d:Bacteria"	"p:Verrucomicrobia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9409"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21032"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"g:Acidiphilium"	"UNKNOWN"
"OTU26098"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17938"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3774"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20363"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3107"	"d:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6358"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1867"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8035"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24424"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20528"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU13326"	"d:Bacteria"	"p:Latescibacteria"	"g:Latescibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11732"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU27648"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7438"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9683"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7247"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3985"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11291"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"g:Reyranella"	"UNKNOWN"	"UNKNOWN"
"OTU1676"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10746"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18262"	"d:Bacteria"	"p:Latescibacteria"	"g:Latescibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1655"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17247"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20854"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2226"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU419"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24349"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4527"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13280"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5409"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8187"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7554"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU9367"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21975"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26660"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU11661"	"d:Bacteria"	"p:Candidatus_Saccharibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18375"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Methylobacteriaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12980"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU27643"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae_1"	"g:Paenibacillus"	"UNKNOWN"
"OTU2929"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6781"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8026"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8893"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5586"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4010"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp17"	"g:Gp17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3255"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4755"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3784"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8668"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
