"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU18520"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22329"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17381"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28876"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25854"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU11358"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU19953"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21475"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3699"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13151"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15652"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11134"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9880"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5729"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4937"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28512"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20601"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13137"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23102"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5057"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18974"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22672"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU984"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10727"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12696"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1712"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28883"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7353"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10977"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16794"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13613"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20598"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4987"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7985"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8926"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8714"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"g:Longispora"	"UNKNOWN"
"OTU25526"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23099"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Pseudonocardiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24582"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9587"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27657"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11337"	""	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25232"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27658"	"d:Archaea"	"p:Woesearchaeota"	"g:Woesearchaeota_Incertae_Sedis_AR18"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6430"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6401"	"d:Bacteria"	"p:Chloroflexi"	"c:Caldilineae"	"o:Caldilineales"	"f:Caldilineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24973"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22386"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3852"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16785"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8317"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17642"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19768"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8516"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23938"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23080"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22338"	"d:Bacteria"	"p:Candidatus_Saccharibacteria"	"g:Saccharibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4974"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14668"	"d:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14444"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16637"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12730"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7128"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14267"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7858"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24607"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20632"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19492"	"d:Bacteria"	"p:Firmicutes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11485"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7921"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8353"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22272"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4961"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7959"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13784"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22333"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24626"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5607"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15670"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11202"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3018"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22335"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4418"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10181"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13986"	"d:Bacteria"	"p:candidate_division_WPS-1"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7308"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29667"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7177"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Opitutae"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24601"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29656"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25464"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29653"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2631"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19571"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9979"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15202"	"d:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25523"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25524"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13763"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17650"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29758"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27446"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4068"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11470"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11222"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17934"	"d:Bacteria"	"p:Candidatus_Saccharibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17633"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7480"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18098"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28707"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10990"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8483"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28875"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6659"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8949"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2988"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12451"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12601"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7518"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU16446"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15030"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6203"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16319"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19936"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14663"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11194"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8855"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24617"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Solirubrobacterales"	"f:Solirubrobacteraceae"	"g:Solirubrobacter"	"UNKNOWN"
"OTU29692"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Legionellaceae"	"g:Legionella"	"UNKNOWN"
"OTU12907"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22707"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9741"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6129"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8582"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14721"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22555"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10428"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21325"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp17"	"g:Gp17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25283"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7971"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20637"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23958"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9314"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5726"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28893"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16243"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12524"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16439"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28648"	"d:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4927"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17244"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25019"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8645"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5148"	"d:Archaea"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8641"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18789"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21012"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8700"	"d:Bacteria"	"p:BRC1"	"g:BRC1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27675"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19658"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22843"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24613"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19654"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28386"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28896"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13759"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29484"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15674"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12263"	"d:Bacteria"	"p:Parcubacteria"	"g:Parcubacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13142"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6972"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
