"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU14774"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6920"	"k:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6916"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:CCM11a"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16888"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:Rickettsiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17486"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4284"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Caulobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU3544"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:NKB5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24559"	"k:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae"	"g:Paenibacillus"	"UNKNOWN"
"OTU20497"	"k:Bacteria"	"p:Firmicutes"	"c:Erysipelotrichia"	"o:Erysipelotrichales"	"f:Erysipelotrichaceae"	"g:Asteroleplasma"	"UNKNOWN"
"OTU5486"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12001"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8227"	"k:Bacteria"	"p:Microgenomates"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18935"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU19766"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18862"	"k:Archaea"	"p:Euryarchaeota"	"c:Thermoplasmata"	"o:Thermoplasmatales"	"f:Marine_Group_II"	"UNKNOWN"	"UNKNOWN"
"OTU24554"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2198"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6013"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1833"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1304"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:A0839"	"UNKNOWN"	"UNKNOWN"
"OTU2710"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Phycisphaerales"	"f:Phycisphaeraceae"	"g:CL500-3"	"UNKNOWN"
"OTU9986"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU9090"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8304"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12216"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:KCM-B-60"	"UNKNOWN"	"UNKNOWN"
"OTU18336"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14831"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Cystobacteraceae"	"g:Anaeromyxobacter"	"UNKNOWN"
"OTU5537"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2401"	"k:Bacteria"	"p:Cyanobacteria"	"c:Chloroplast"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3807"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU23439"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13682"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5693"	"k:Bacteria"	"p:Cyanobacteria"	"c:Cyanobacteria"	"o:SubsectionIII"	"f:FamilyI"	"g:Leptolyngbya"	"UNKNOWN"
"OTU9516"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:MVP-88"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11780"	"k:Bacteria"	"p:Cyanobacteria"	"c:ML635J-21"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7546"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15237"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:P3OB-42"	"UNKNOWN"	"UNKNOWN"
"OTU11702"	"k:Bacteria"	"p:Armatimonadetes"	"c:Chthonomonadetes"	"o:Chthonomonadales"	"f:Chthonomonadaceae"	"g:Chthonomonas"	"UNKNOWN"
"OTU3912"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16444"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Planctomyces"	"UNKNOWN"
"OTU28748"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Thiotrichales"	"f:Thiotrichaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24542"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6616"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5136"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:NS11-12_marine_group"	"UNKNOWN"	"UNKNOWN"
"OTU8964"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4985"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Segetibacter"	"UNKNOWN"
"OTU29158"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11623"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU27493"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU5946"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6675"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"g:Sporocytophaga"	"UNKNOWN"
"OTU24866"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Devosia"	"UNKNOWN"
"OTU6965"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:BIrii41"	"UNKNOWN"	"UNKNOWN"
"OTU24324"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9268"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6777"	"k:Bacteria"	"p:Cyanobacteria"	"c:Cyanobacteria"	"o:SubsectionIII"	"f:FamilyI"	"UNKNOWN"	"UNKNOWN"
"OTU9241"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU16244"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5816"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IIa"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28724"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:A0839"	"UNKNOWN"	"UNKNOWN"
"OTU28247"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26261"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Streptomycetales"	"f:Streptomycetaceae"	"g:Streptomyces"	"UNKNOWN"
"OTU4517"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10730"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12377"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7373"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Phycisphaerales"	"f:Phycisphaeraceae"	"g:SM1A02"	"UNKNOWN"
"OTU17985"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Xiphinematobacteraceae"	"g:Candidatus_Xiphinematobacter"	"UNKNOWN"
"OTU29146"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU7981"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Pirellula"	"UNKNOWN"
"OTU5762"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillales_Incertae_Sedis"	"g:Reyranella"	"UNKNOWN"
"OTU5596"	"k:Bacteria"	"p:SHA-109"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5045"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IIc"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12219"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Planctomyces"	"UNKNOWN"
"OTU5986"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"g:Sorangium"	"UNKNOWN"
"OTU7870"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6256"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IIa"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15881"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12324"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Blfdi19"	"UNKNOWN"	"UNKNOWN"
"OTU8755"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11880"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3011"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4263"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6238"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:NS11-12_marine_group"	"UNKNOWN"	"UNKNOWN"
"OTU11673"	"k:Bacteria"	"p:Cyanobacteria"	"c:Cyanobacteria"	"o:SubsectionIII"	"f:FamilyI"	"g:Phormidium"	"UNKNOWN"
"OTU25161"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU19934"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17969"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15295"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28353"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9231"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18191"	"k:Bacteria"	"p:Cyanobacteria"	"c:Chloroplast"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21853"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7701"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2737"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27501"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6495"	"k:Bacteria"	"p:Planctomycetes"	"c:OM190"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11907"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6004"	"k:Bacteria"	"p:SHA-109"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24285"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6325"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22825"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Simkaniaceae"	"g:Candidatus_Rhabdochlamydia"	"UNKNOWN"
"OTU25105"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20504"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Legionellaceae"	"g:Legionella"	"UNKNOWN"
"OTU18347"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2849"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Hyphomicrobium"	"UNKNOWN"
"OTU4906"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU4294"	"k:Bacteria"	"p:Firmicutes"	"c:Erysipelotrichia"	"o:Erysipelotrichales"	"f:Erysipelotrichaceae"	"g:Asteroleplasma"	"UNKNOWN"
"OTU3283"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfobacterales"	"f:Nitrospinaceae"	"g:Candidatus_Entotheonella"	"UNKNOWN"
"OTU9999"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU9758"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18953"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8295"	"k:Archaea"	"p:Woesearchaeota_[DHVEG-6]"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26436"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU26622"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Segetibacter"	"UNKNOWN"
"OTU20693"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20459"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24496"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26374"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11261"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4365"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6296"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU11876"	"k:Bacteria"	"p:Parcubacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7602"	"k:Bacteria"	"p:Proteobacteria"	"c:TA18"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2549"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1118"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Rhodomicrobium"	"UNKNOWN"
"OTU20724"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9966"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23083"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7924"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20406"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22891"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12057"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_25"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21767"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:AKYH767"	"UNKNOWN"	"UNKNOWN"
"OTU4194"	"k:Bacteria"	"p:Bacteroidetes"	"c:Flavobacteriia"	"o:Flavobacteriales"	"f:NS9_marine_group"	"UNKNOWN"	"UNKNOWN"
"OTU9333"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Cystobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU9766"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20110"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:BD2-11_terrestrial_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14269"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7814"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11437"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6855"	"k:Bacteria"	"p:Chloroflexi"	"c:JG30-KF-CM66"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2659"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2592"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:TRA3-20"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4095"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2585"	"k:Bacteria"	"p:Planctomycetes"	"c:OM190"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3927"	"k:Bacteria"	"p:Actinobacteria"	"c:Acidimicrobiia"	"o:Acidimicrobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5947"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:AKYH767"	"UNKNOWN"	"UNKNOWN"
"OTU3169"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU5877"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_18"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20298"	"k:Archaea"	"p:Woesearchaeota_[DHVEG-6]"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6837"	"k:Bacteria"	"p:Planctomycetes"	"c:OM190"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24598"	"k:Bacteria"	"p:Chlorobi"	"c:Chlorobia"	"o:Chlorobiales"	"f:OPB56"	"UNKNOWN"	"UNKNOWN"
"OTU4206"	"k:Bacteria"	"p:Bacteroidetes"	"c:Flavobacteriia"	"o:Flavobacteriales"	"f:Cryomorphaceae"	"g:Fluviicola"	"UNKNOWN"
"OTU6899"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18025"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU8769"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Blfdi19"	"UNKNOWN"	"UNKNOWN"
"OTU2183"	"k:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4860"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7010"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18555"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17401"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
