Plant_Number,date,Rdate,exp_days,num_germinates,volunteer_dicot,num_removed
28,6_23,6/23/2018,11,0,0,0
29,6_23,6/23/2018,11,0,0,0
30,6_23,6/23/2018,11,1,0,0
31,6_23,6/23/2018,11,0,0,0
32,6_23,6/23/2018,11,0,0,0
33,6_23,6/23/2018,11,0,0,0
34,6_23,6/23/2018,11,0,0,0
35,6_23,6/23/2018,11,0,0,0
36,6_23,6/23/2018,11,0,0,0
37,6_23,6/23/2018,11,1,0,0
38,6_23,6/23/2018,11,0,0,0
39,6_23,6/23/2018,11,1,0,0
40,6_23,6/23/2018,11,0,0,0
41,6_23,6/23/2018,11,0,0,0
42,6_23,6/23/2018,11,1,0,0
43,6_23,6/23/2018,11,0,0,0
44,6_23,6/23/2018,11,1,0,0
45,6_23,6/23/2018,11,0,0,0
46,6_23,6/23/2018,11,0,0,0
47,6_23,6/23/2018,11,1,0,0
48,6_23,6/23/2018,11,1,0,0
49,6_23,6/23/2018,11,1,0,0
50,6_23,6/23/2018,11,1,0,0
51,6_23,6/23/2018,11,1,0,0
52,6_23,6/23/2018,11,1,0,0
53,6_23,6/23/2018,11,0,0,0
54,6_23,6/23/2018,11,1,0,0
55,6_23,6/23/2018,11,1,0,0
56,6_23,6/23/2018,11,1,0,0
57,6_23,6/23/2018,11,1,0,0
58,6_23,6/23/2018,11,1,0,0
59,6_23,6/23/2018,11,1,0,0
60,6_23,6/23/2018,11,1,0,0
61,6_23,6/23/2018,11,0,0,0
62,6_23,6/23/2018,11,1,0,0
63,6_23,6/23/2018,11,0,0,0
64,6_23,6/23/2018,11,1,0,0
65,6_23,6/23/2018,11,1,0,0
66,6_23,6/23/2018,11,0,0,0
67,6_23,6/23/2018,11,1,0,0
68,6_23,6/23/2018,11,1,0,0
69,6_23,6/23/2018,11,1,0,0
70,6_23,6/23/2018,11,0,0,0
71,6_23,6/23/2018,11,0,0,0
72,6_23,6/23/2018,11,1,0,0
73,6_23,6/23/2018,11,1,0,0
74,6_23,6/23/2018,11,0,0,0
75,6_23,6/23/2018,11,1,0,0
76,6_23,6/23/2018,11,0,0,0
77,6_23,6/23/2018,11,0,0,0
78,6_23,6/23/2018,11,0,0,0
79,6_23,6/23/2018,11,0,0,0
80,6_23,6/23/2018,11,0,0,0
81,6_23,6/23/2018,11,0,0,0
82,6_23,6/23/2018,11,0,0,0
83,6_23,6/23/2018,11,0,0,0
84,6_23,6/23/2018,11,0,0,0
85,6_23,6/23/2018,11,1,0,0
86,6_23,6/23/2018,11,1,0,0
87,6_23,6/23/2018,11,1,0,0
88,6_23,6/23/2018,11,0,0,0
89,6_23,6/23/2018,11,0,0,0
90,6_23,6/23/2018,11,0,0,0
1,6_24,6/24/2018,12,0,0,0
2,6_24,6/24/2018,12,1,0,0
3,6_24,6/24/2018,12,0,0,0
4,6_24,6/24/2018,12,1,0,0
5,6_24,6/24/2018,12,0,0,0
6,6_24,6/24/2018,12,1,0,0
7,6_24,6/24/2018,12,0,0,0
8,6_24,6/24/2018,12,0,0,0
9,6_24,6/24/2018,12,0,0,0
10,6_24,6/24/2018,12,1,0,0
11,6_24,6/24/2018,12,1,0,0
12,6_24,6/24/2018,12,0,1,0
13,6_24,6/24/2018,12,0,0,0
14,6_24,6/24/2018,12,1,0,0
15,6_24,6/24/2018,12,0,0,0
16,6_24,6/24/2018,12,0,0,0
17,6_24,6/24/2018,12,0,0,0
18,6_24,6/24/2018,12,1,0,0
19,6_24,6/24/2018,12,0,0,0
20,6_24,6/24/2018,12,1,0,0
21,6_24,6/24/2018,12,1,0,0
22,6_24,6/24/2018,12,1,0,0
23,6_24,6/24/2018,12,1,0,0
24,6_24,6/24/2018,12,0,0,0
25,6_24,6/24/2018,12,1,0,0
26,6_24,6/24/2018,12,1,0,0
27,6_24,6/24/2018,12,1,0,0
28,6_24,6/24/2018,12,0,0,0
29,6_24,6/24/2018,12,0,0,0
30,6_24,6/24/2018,12,1,0,0
31,6_24,6/24/2018,12,0,0,0
32,6_24,6/24/2018,12,0,0,0
33,6_24,6/24/2018,12,0,0,0
34,6_24,6/24/2018,12,1,0,0
35,6_24,6/24/2018,12,0,0,0
36,6_24,6/24/2018,12,0,0,0
37,6_24,6/24/2018,12,1,0,0
38,6_24,6/24/2018,12,0,0,0
39,6_24,6/24/2018,12,1,0,0
40,6_24,6/24/2018,12,0,0,0
41,6_24,6/24/2018,12,0,0,0
42,6_24,6/24/2018,12,1,0,0
43,6_24,6/24/2018,12,0,0,0
44,6_24,6/24/2018,12,1,0,0
45,6_24,6/24/2018,12,0,0,0
46,6_24,6/24/2018,12,0,0,0
47,6_24,6/24/2018,12,1,0,0
48,6_24,6/24/2018,12,1,0,0
49,6_24,6/24/2018,12,1,0,0
50,6_24,6/24/2018,12,1,1,0
51,6_24,6/24/2018,12,1,1,0
52,6_24,6/24/2018,12,1,0,0
53,6_24,6/24/2018,12,1,0,0
54,6_24,6/24/2018,12,1,1,0
55,6_24,6/24/2018,12,1,0,0
56,6_24,6/24/2018,12,1,0,0
57,6_24,6/24/2018,12,1,0,0
58,6_24,6/24/2018,12,1,0,0
59,6_24,6/24/2018,12,1,0,0
60,6_24,6/24/2018,12,1,0,0
61,6_24,6/24/2018,12,0,0,0
62,6_24,6/24/2018,12,1,0,0
63,6_24,6/24/2018,12,0,0,0
64,6_24,6/24/2018,12,1,0,0
65,6_24,6/24/2018,12,0,0,0
66,6_24,6/24/2018,12,0,0,0
67,6_24,6/24/2018,12,1,0,0
68,6_24,6/24/2018,12,1,0,0
69,6_24,6/24/2018,12,1,0,0
70,6_24,6/24/2018,12,0,0,0
71,6_24,6/24/2018,12,0,0,0
72,6_24,6/24/2018,12,1,0,0
73,6_24,6/24/2018,12,1,0,0
74,6_24,6/24/2018,12,1,0,0
75,6_24,6/24/2018,12,1,1,0
76,6_24,6/24/2018,12,0,0,0
77,6_24,6/24/2018,12,0,0,0
78,6_24,6/24/2018,12,0,0,0
79,6_24,6/24/2018,12,0,0,0
80,6_24,6/24/2018,12,0,0,0
81,6_24,6/24/2018,12,0,0,0
82,6_24,6/24/2018,12,0,0,0
83,6_24,6/24/2018,12,0,0,0
84,6_24,6/24/2018,12,2,0,1
85,6_24,6/24/2018,12,1,0,0
86,6_24,6/24/2018,12,1,0,0
87,6_24,6/24/2018,12,0,0,0
88,6_24,6/24/2018,12,0,0,0
89,6_24,6/24/2018,12,0,0,0
90,6_24,6/24/2018,12,0,0,0
1,6_25,6/25/2018,13,0,0,0
2,6_25,6/25/2018,13,1,0,0
3,6_25,6/25/2018,13,0,0,0
4,6_25,6/25/2018,13,1,0,0
5,6_25,6/25/2018,13,0,0,0
6,6_25,6/25/2018,13,1,0,0
7,6_25,6/25/2018,13,0,0,0
8,6_25,6/25/2018,13,0,0,0
9,6_25,6/25/2018,13,0,0,0
10,6_25,6/25/2018,13,1,0,0
11,6_25,6/25/2018,13,1,0,0
12,6_25,6/25/2018,13,1,0,0
13,6_25,6/25/2018,13,0,0,0
14,6_25,6/25/2018,13,1,0,0
15,6_25,6/25/2018,13,0,0,0
16,6_25,6/25/2018,13,0,0,0
17,6_25,6/25/2018,13,0,0,0
18,6_25,6/25/2018,13,1,0,0
19,6_25,6/25/2018,13,0,0,0
20,6_25,6/25/2018,13,1,0,0
21,6_25,6/25/2018,13,1,0,0
22,6_25,6/25/2018,13,1,0,0
23,6_25,6/25/2018,13,1,0,0
24,6_25,6/25/2018,13,0,0,0
25,6_25,6/25/2018,13,1,0,0
26,6_25,6/25/2018,13,1,0,0
27,6_25,6/25/2018,13,1,0,0
28,6_25,6/25/2018,13,0,0,0
29,6_25,6/25/2018,13,0,0,0
30,6_25,6/25/2018,13,1,0,0
31,6_25,6/25/2018,13,0,0,0
32,6_25,6/25/2018,13,0,0,0
33,6_25,6/25/2018,13,0,0,0
34,6_25,6/25/2018,13,0,0,0
35,6_25,6/25/2018,13,0,0,0
36,6_25,6/25/2018,13,0,0,0
37,6_25,6/25/2018,13,1,0,0
38,6_25,6/25/2018,13,0,0,0
39,6_25,6/25/2018,13,1,0,0
40,6_25,6/25/2018,13,0,0,0
41,6_25,6/25/2018,13,0,0,0
42,6_25,6/25/2018,13,1,0,0
43,6_25,6/25/2018,13,0,0,0
44,6_25,6/25/2018,13,1,0,0
45,6_25,6/25/2018,13,0,0,0
46,6_25,6/25/2018,13,0,0,0
47,6_25,6/25/2018,13,1,0,0
48,6_25,6/25/2018,13,0,0,0
49,6_25,6/25/2018,13,1,0,0
50,6_25,6/25/2018,13,1,0,0
51,6_25,6/25/2018,13,1,0,0
52,6_25,6/25/2018,13,1,0,0
53,6_25,6/25/2018,13,1,0,0
54,6_25,6/25/2018,13,1,0,0
55,6_25,6/25/2018,13,1,0,0
56,6_25,6/25/2018,13,1,0,0
57,6_25,6/25/2018,13,1,0,0
58,6_25,6/25/2018,13,1,0,0
59,6_25,6/25/2018,13,1,0,0
60,6_25,6/25/2018,13,0,0,0
61,6_25,6/25/2018,13,0,0,0
62,6_25,6/25/2018,13,1,0,0
63,6_25,6/25/2018,13,0,0,0
64,6_25,6/25/2018,13,1,0,0
65,6_25,6/25/2018,13,1,0,0
66,6_25,6/25/2018,13,0,0,0
67,6_25,6/25/2018,13,1,0,0
68,6_25,6/25/2018,13,1,0,0
69,6_25,6/25/2018,13,1,0,0
70,6_25,6/25/2018,13,0,0,0
71,6_25,6/25/2018,13,0,0,0
72,6_25,6/25/2018,13,1,0,0
73,6_25,6/25/2018,13,1,0,0
74,6_25,6/25/2018,13,0,0,0
75,6_25,6/25/2018,13,1,0,0
76,6_25,6/25/2018,13,0,0,0
77,6_25,6/25/2018,13,0,0,0
78,6_25,6/25/2018,13,0,0,0
79,6_25,6/25/2018,13,0,0,0
80,6_25,6/25/2018,13,0,0,0
81,6_25,6/25/2018,13,0,0,0
82,6_25,6/25/2018,13,0,0,0
83,6_25,6/25/2018,13,0,0,0
84,6_25,6/25/2018,13,1,0,0
85,6_25,6/25/2018,13,2,0,0
86,6_25,6/25/2018,13,1,0,0
87,6_25,6/25/2018,13,0,0,0
88,6_25,6/25/2018,13,0,0,0
89,6_25,6/25/2018,13,0,0,0
90,6_25,6/25/2018,13,0,0,0
1,6_26,6/26/2018,14,0,0,0
2,6_26,6/26/2018,14,1,0,0
3,6_26,6/26/2018,14,0,0,0
4,6_26,6/26/2018,14,1,0,0
5,6_26,6/26/2018,14,0,0,0
6,6_26,6/26/2018,14,1,0,0
7,6_26,6/26/2018,14,0,0,0
8,6_26,6/26/2018,14,0,0,0
9,6_26,6/26/2018,14,0,0,0
10,6_26,6/26/2018,14,1,0,0
11,6_26,6/26/2018,14,1,0,0
12,6_26,6/26/2018,14,0,0,0
13,6_26,6/26/2018,14,0,0,0
14,6_26,6/26/2018,14,1,0,0
15,6_26,6/26/2018,14,0,0,0
16,6_26,6/26/2018,14,0,0,0
17,6_26,6/26/2018,14,0,0,0
18,6_26,6/26/2018,14,1,0,0
19,6_26,6/26/2018,14,0,0,0
20,6_26,6/26/2018,14,1,0,0
21,6_26,6/26/2018,14,1,0,0
22,6_26,6/26/2018,14,1,0,0
23,6_26,6/26/2018,14,1,0,0
24,6_26,6/26/2018,14,0,0,0
25,6_26,6/26/2018,14,1,0,0
26,6_26,6/26/2018,14,1,0,0
27,6_26,6/26/2018,14,1,0,0
28,6_26,6/26/2018,14,0,0,0
29,6_26,6/26/2018,14,0,0,0
30,6_26,6/26/2018,14,1,0,0
31,6_26,6/26/2018,14,0,0,0
32,6_26,6/26/2018,14,0,0,0
33,6_26,6/26/2018,14,0,0,0
34,6_26,6/26/2018,14,0,0,0
35,6_26,6/26/2018,14,0,0,0
36,6_26,6/26/2018,14,0,0,0
37,6_26,6/26/2018,14,1,0,0
38,6_26,6/26/2018,14,0,0,0
39,6_26,6/26/2018,14,1,0,0
40,6_26,6/26/2018,14,0,0,0
41,6_26,6/26/2018,14,0,0,0
42,6_26,6/26/2018,14,1,0,0
43,6_26,6/26/2018,14,0,0,0
44,6_26,6/26/2018,14,1,0,0
45,6_26,6/26/2018,14,0,0,0
46,6_26,6/26/2018,14,0,0,0
47,6_26,6/26/2018,14,1,0,0
48,6_26,6/26/2018,14,0,0,0
49,6_26,6/26/2018,14,1,0,0
50,6_26,6/26/2018,14,1,0,0
51,6_26,6/26/2018,14,1,0,0
52,6_26,6/26/2018,14,1,0,0
53,6_26,6/26/2018,14,1,0,0
54,6_26,6/26/2018,14,1,0,0
55,6_26,6/26/2018,14,1,0,0
56,6_26,6/26/2018,14,1,0,0
57,6_26,6/26/2018,14,1,0,0
58,6_26,6/26/2018,14,1,0,0
59,6_26,6/26/2018,14,1,0,0
60,6_26,6/26/2018,14,0,0,0
61,6_26,6/26/2018,14,0,0,0
62,6_26,6/26/2018,14,1,0,0
63,6_26,6/26/2018,14,0,0,0
64,6_26,6/26/2018,14,1,0,0
65,6_26,6/26/2018,14,1,0,0
66,6_26,6/26/2018,14,0,0,0
67,6_26,6/26/2018,14,1,0,0
68,6_26,6/26/2018,14,1,0,0
69,6_26,6/26/2018,14,1,0,0
70,6_26,6/26/2018,14,0,0,0
71,6_26,6/26/2018,14,0,0,0
72,6_26,6/26/2018,14,1,0,0
73,6_26,6/26/2018,14,1,0,0
74,6_26,6/26/2018,14,0,0,0
75,6_26,6/26/2018,14,1,0,0
76,6_26,6/26/2018,14,0,0,0
77,6_26,6/26/2018,14,0,0,0
78,6_26,6/26/2018,14,0,0,0
79,6_26,6/26/2018,14,0,0,0
80,6_26,6/26/2018,14,0,0,0
81,6_26,6/26/2018,14,0,0,0
82,6_26,6/26/2018,14,0,0,0
83,6_26,6/26/2018,14,0,0,0
84,6_26,6/26/2018,14,1,0,0
85,6_26,6/26/2018,14,1,0,0
86,6_26,6/26/2018,14,1,0,0
87,6_26,6/26/2018,14,0,0,0
88,6_26,6/26/2018,14,0,0,0
89,6_26,6/26/2018,14,0,0,0
90,6_26,6/26/2018,14,0,0,0
1,6_27,6/27/2018,15,0,0,0
2,6_27,6/27/2018,15,1,0,0
3,6_27,6/27/2018,15,0,0,0
4,6_27,6/27/2018,15,1,0,0
5,6_27,6/27/2018,15,0,0,0
6,6_27,6/27/2018,15,1,0,0
7,6_27,6/27/2018,15,0,0,0
8,6_27,6/27/2018,15,0,0,0
9,6_27,6/27/2018,15,0,0,0
10,6_27,6/27/2018,15,1,0,0
11,6_27,6/27/2018,15,1,0,0
12,6_27,6/27/2018,15,0,0,0
13,6_27,6/27/2018,15,0,0,0
14,6_27,6/27/2018,15,1,0,0
15,6_27,6/27/2018,15,0,0,0
16,6_27,6/27/2018,15,0,0,0
17,6_27,6/27/2018,15,0,0,0
18,6_27,6/27/2018,15,1,0,0
19,6_27,6/27/2018,15,0,0,0
20,6_27,6/27/2018,15,1,0,0
21,6_27,6/27/2018,15,1,0,0
22,6_27,6/27/2018,15,1,0,0
23,6_27,6/27/2018,15,1,0,0
24,6_27,6/27/2018,15,0,0,0
25,6_27,6/27/2018,15,1,0,0
26,6_27,6/27/2018,15,1,0,0
27,6_27,6/27/2018,15,1,0,0
28,6_27,6/27/2018,15,0,0,0
29,6_27,6/27/2018,15,0,0,0
30,6_27,6/27/2018,15,1,0,0
31,6_27,6/27/2018,15,0,0,0
32,6_27,6/27/2018,15,0,0,0
33,6_27,6/27/2018,15,0,0,0
34,6_27,6/27/2018,15,0,0,0
35,6_27,6/27/2018,15,0,0,0
36,6_27,6/27/2018,15,0,0,0
37,6_27,6/27/2018,15,1,0,0
38,6_27,6/27/2018,15,0,0,0
39,6_27,6/27/2018,15,1,0,0
40,6_27,6/27/2018,15,0,0,0
41,6_27,6/27/2018,15,0,0,0
42,6_27,6/27/2018,15,1,0,0
43,6_27,6/27/2018,15,0,0,0
44,6_27,6/27/2018,15,1,0,0
45,6_27,6/27/2018,15,0,0,0
46,6_27,6/27/2018,15,0,0,0
47,6_27,6/27/2018,15,1,0,0
48,6_27,6/27/2018,15,0,0,0
49,6_27,6/27/2018,15,1,0,0
50,6_27,6/27/2018,15,1,0,0
51,6_27,6/27/2018,15,1,0,0
52,6_27,6/27/2018,15,1,0,0
53,6_27,6/27/2018,15,1,0,0
54,6_27,6/27/2018,15,1,0,0
55,6_27,6/27/2018,15,1,0,0
56,6_27,6/27/2018,15,1,0,0
57,6_27,6/27/2018,15,1,0,0
58,6_27,6/27/2018,15,2,0,1
59,6_27,6/27/2018,15,1,0,0
60,6_27,6/27/2018,15,0,0,0
61,6_27,6/27/2018,15,0,0,0
62,6_27,6/27/2018,15,1,0,0
63,6_27,6/27/2018,15,0,0,0
64,6_27,6/27/2018,15,1,0,0
65,6_27,6/27/2018,15,1,1,0
66,6_27,6/27/2018,15,0,0,0
67,6_27,6/27/2018,15,1,0,0
68,6_27,6/27/2018,15,1,0,0
69,6_27,6/27/2018,15,1,0,0
70,6_27,6/27/2018,15,0,0,0
71,6_27,6/27/2018,15,0,0,0
72,6_27,6/27/2018,15,1,0,0
73,6_27,6/27/2018,15,1,0,0
74,6_27,6/27/2018,15,0,1,0
75,6_27,6/27/2018,15,1,0,0
76,6_27,6/27/2018,15,0,0,0
77,6_27,6/27/2018,15,0,0,0
78,6_27,6/27/2018,15,0,0,0
79,6_27,6/27/2018,15,0,0,0
80,6_27,6/27/2018,15,0,0,0
81,6_27,6/27/2018,15,0,0,0
82,6_27,6/27/2018,15,0,0,0
83,6_27,6/27/2018,15,0,0,0
84,6_27,6/27/2018,15,1,0,0
85,6_27,6/27/2018,15,1,0,0
86,6_27,6/27/2018,15,1,0,0
87,6_27,6/27/2018,15,0,0,0
88,6_27,6/27/2018,15,0,0,0
89,6_27,6/27/2018,15,0,0,0
90,6_27,6/27/2018,15,0,0,0
1,6_28,6/28/2018,16,0,0,0
2,6_28,6/28/2018,16,1,0,0
3,6_28,6/28/2018,16,0,0,0
4,6_28,6/28/2018,16,1,0,0
5,6_28,6/28/2018,16,0,0,0
6,6_28,6/28/2018,16,1,0,0
7,6_28,6/28/2018,16,0,0,0
8,6_28,6/28/2018,16,0,0,0
9,6_28,6/28/2018,16,0,0,0
10,6_28,6/28/2018,16,1,0,0
11,6_28,6/28/2018,16,1,0,0
12,6_28,6/28/2018,16,0,0,0
13,6_28,6/28/2018,16,0,0,0
14,6_28,6/28/2018,16,1,0,0
15,6_28,6/28/2018,16,0,0,0
16,6_28,6/28/2018,16,0,0,0
17,6_28,6/28/2018,16,0,0,0
18,6_28,6/28/2018,16,1,0,0
19,6_28,6/28/2018,16,0,0,0
20,6_28,6/28/2018,16,1,0,0
21,6_28,6/28/2018,16,1,0,0
22,6_28,6/28/2018,16,1,0,0
23,6_28,6/28/2018,16,1,0,0
24,6_28,6/28/2018,16,0,0,0
25,6_28,6/28/2018,16,1,0,0
26,6_28,6/28/2018,16,1,0,0
27,6_28,6/28/2018,16,1,0,0
28,6_28,6/28/2018,16,0,0,0
29,6_28,6/28/2018,16,0,0,0
30,6_28,6/28/2018,16,1,0,0
31,6_28,6/28/2018,16,0,0,0
32,6_28,6/28/2018,16,0,0,0
33,6_28,6/28/2018,16,0,0,0
34,6_28,6/28/2018,16,0,0,0
35,6_28,6/28/2018,16,1,0,0
36,6_28,6/28/2018,16,0,0,0
37,6_28,6/28/2018,16,1,0,0
38,6_28,6/28/2018,16,0,0,0
39,6_28,6/28/2018,16,1,0,0
40,6_28,6/28/2018,16,0,0,0
41,6_28,6/28/2018,16,0,0,0
42,6_28,6/28/2018,16,1,0,0
43,6_28,6/28/2018,16,0,0,0
44,6_28,6/28/2018,16,1,0,0
45,6_28,6/28/2018,16,0,0,0
46,6_28,6/28/2018,16,1,0,0
47,6_28,6/28/2018,16,1,0,0
48,6_28,6/28/2018,16,0,0,0
49,6_28,6/28/2018,16,1,0,0
50,6_28,6/28/2018,16,1,0,0
51,6_28,6/28/2018,16,1,0,0
52,6_28,6/28/2018,16,1,1,0
53,6_28,6/28/2018,16,1,0,0
54,6_28,6/28/2018,16,1,0,0
55,6_28,6/28/2018,16,1,0,0
56,6_28,6/28/2018,16,1,0,0
57,6_28,6/28/2018,16,1,0,0
58,6_28,6/28/2018,16,1,0,0
59,6_28,6/28/2018,16,1,0,0
60,6_28,6/28/2018,16,0,0,0
61,6_28,6/28/2018,16,0,0,0
62,6_28,6/28/2018,16,1,0,0
63,6_28,6/28/2018,16,0,0,0
64,6_28,6/28/2018,16,1,0,0
65,6_28,6/28/2018,16,1,0,0
66,6_28,6/28/2018,16,0,0,0
67,6_28,6/28/2018,16,1,0,0
68,6_28,6/28/2018,16,1,0,0
69,6_28,6/28/2018,16,1,0,0
70,6_28,6/28/2018,16,0,0,0
71,6_28,6/28/2018,16,0,0,0
72,6_28,6/28/2018,16,1,0,0
73,6_28,6/28/2018,16,1,0,0
74,6_28,6/28/2018,16,0,0,0
75,6_28,6/28/2018,16,1,0,0
76,6_28,6/28/2018,16,0,0,0
77,6_28,6/28/2018,16,0,0,0
78,6_28,6/28/2018,16,0,0,0
79,6_28,6/28/2018,16,1,0,0
80,6_28,6/28/2018,16,0,0,0
81,6_28,6/28/2018,16,0,0,0
82,6_28,6/28/2018,16,0,0,0
83,6_28,6/28/2018,16,0,0,0
84,6_28,6/28/2018,16,1,0,0
85,6_28,6/28/2018,16,1,0,0
86,6_28,6/28/2018,16,1,0,0
87,6_28,6/28/2018,16,0,0,0
88,6_28,6/28/2018,16,0,0,0
89,6_28,6/28/2018,16,0,0,0
90,6_28,6/28/2018,16,0,0,0
1,6_29,6/29/2018,17,0,0,0
2,6_29,6/29/2018,17,1,0,0
3,6_29,6/29/2018,17,1,0,0
4,6_29,6/29/2018,17,1,0,0
5,6_29,6/29/2018,17,0,0,0
6,6_29,6/29/2018,17,1,0,0
7,6_29,6/29/2018,17,0,0,0
8,6_29,6/29/2018,17,0,0,0
9,6_29,6/29/2018,17,0,0,0
10,6_29,6/29/2018,17,1,0,0
11,6_29,6/29/2018,17,1,0,0
12,6_29,6/29/2018,17,0,0,0
13,6_29,6/29/2018,17,0,0,0
14,6_29,6/29/2018,17,1,0,0
15,6_29,6/29/2018,17,0,0,0
16,6_29,6/29/2018,17,0,0,0
17,6_29,6/29/2018,17,0,0,0
18,6_29,6/29/2018,17,1,0,0
19,6_29,6/29/2018,17,0,0,0
20,6_29,6/29/2018,17,1,0,0
21,6_29,6/29/2018,17,1,0,0
22,6_29,6/29/2018,17,1,0,0
23,6_29,6/29/2018,17,1,0,0
24,6_29,6/29/2018,17,0,0,0
25,6_29,6/29/2018,17,1,0,0
26,6_29,6/29/2018,17,1,0,0
27,6_29,6/29/2018,17,1,0,0
28,6_29,6/29/2018,17,0,0,0
29,6_29,6/29/2018,17,0,0,0
30,6_29,6/29/2018,17,1,0,0
31,6_29,6/29/2018,17,0,0,0
32,6_29,6/29/2018,17,0,0,0
33,6_29,6/29/2018,17,0,0,0
34,6_29,6/29/2018,17,0,0,0
35,6_29,6/29/2018,17,0,0,0
36,6_29,6/29/2018,17,0,0,0
37,6_29,6/29/2018,17,1,0,0
38,6_29,6/29/2018,17,0,0,0
39,6_29,6/29/2018,17,1,0,0
40,6_29,6/29/2018,17,0,0,0
41,6_29,6/29/2018,17,0,0,0
42,6_29,6/29/2018,17,1,0,0
43,6_29,6/29/2018,17,0,0,0
44,6_29,6/29/2018,17,1,0,0
45,6_29,6/29/2018,17,0,0,0
46,6_29,6/29/2018,17,0,0,0
47,6_29,6/29/2018,17,1,0,0
48,6_29,6/29/2018,17,0,0,0
49,6_29,6/29/2018,17,1,0,0
50,6_29,6/29/2018,17,1,0,0
51,6_29,6/29/2018,17,1,0,0
52,6_29,6/29/2018,17,1,0,0
53,6_29,6/29/2018,17,1,0,0
54,6_29,6/29/2018,17,1,0,0
55,6_29,6/29/2018,17,1,0,0
56,6_29,6/29/2018,17,1,0,0
57,6_29,6/29/2018,17,1,0,0
58,6_29,6/29/2018,17,1,0,0
59,6_29,6/29/2018,17,1,0,0
60,6_29,6/29/2018,17,0,0,0
61,6_29,6/29/2018,17,0,0,0
62,6_29,6/29/2018,17,1,0,0
63,6_29,6/29/2018,17,0,0,0
64,6_29,6/29/2018,17,1,0,0
65,6_29,6/29/2018,17,1,0,0
66,6_29,6/29/2018,17,0,0,0
67,6_29,6/29/2018,17,1,0,0
68,6_29,6/29/2018,17,1,0,0
69,6_29,6/29/2018,17,1,0,0
70,6_29,6/29/2018,17,0,0,0
71,6_29,6/29/2018,17,0,0,0
72,6_29,6/29/2018,17,1,0,0
73,6_29,6/29/2018,17,1,0,0
74,6_29,6/29/2018,17,0,0,0
75,6_29,6/29/2018,17,1,0,0
76,6_29,6/29/2018,17,0,0,0
77,6_29,6/29/2018,17,0,0,0
78,6_29,6/29/2018,17,0,0,0
79,6_29,6/29/2018,17,0,0,0
80,6_29,6/29/2018,17,0,0,0
81,6_29,6/29/2018,17,0,0,0
82,6_29,6/29/2018,17,0,0,0
83,6_29,6/29/2018,17,0,0,0
84,6_29,6/29/2018,17,1,0,0
85,6_29,6/29/2018,17,1,0,0
86,6_29,6/29/2018,17,1,0,0
87,6_29,6/29/2018,17,0,0,0
88,6_29,6/29/2018,17,0,0,0
89,6_29,6/29/2018,17,0,0,0
90,6_29,6/29/2018,17,0,0,0
1,6_30,6/30/2018,18,0,0,0
2,6_30,6/30/2018,18,1,0,0
3,6_30,6/30/2018,18,0,0,0
4,6_30,6/30/2018,18,1,0,0
5,6_30,6/30/2018,18,0,0,0
6,6_30,6/30/2018,18,1,0,0
7,6_30,6/30/2018,18,0,0,0
8,6_30,6/30/2018,18,0,0,0
9,6_30,6/30/2018,18,0,0,0
10,6_30,6/30/2018,18,1,0,0
11,6_30,6/30/2018,18,1,0,0
12,6_30,6/30/2018,18,0,0,0
13,6_30,6/30/2018,18,0,0,0
14,6_30,6/30/2018,18,1,0,0
15,6_30,6/30/2018,18,0,0,0
16,6_30,6/30/2018,18,0,0,0
17,6_30,6/30/2018,18,0,0,0
18,6_30,6/30/2018,18,1,0,0
19,6_30,6/30/2018,18,0,0,0
20,6_30,6/30/2018,18,1,0,0
21,6_30,6/30/2018,18,1,0,0
22,6_30,6/30/2018,18,1,0,0
23,6_30,6/30/2018,18,1,0,0
24,6_30,6/30/2018,18,0,0,0
25,6_30,6/30/2018,18,1,0,0
26,6_30,6/30/2018,18,1,0,0
27,6_30,6/30/2018,18,1,0,0
28,6_30,6/30/2018,18,0,0,0
29,6_30,6/30/2018,18,0,0,0
30,6_30,6/30/2018,18,1,0,0
31,6_30,6/30/2018,18,0,0,0
32,6_30,6/30/2018,18,0,0,0
33,6_30,6/30/2018,18,0,0,0
34,6_30,6/30/2018,18,0,0,0
35,6_30,6/30/2018,18,0,0,0
36,6_30,6/30/2018,18,0,0,0
37,6_30,6/30/2018,18,0,0,0
38,6_30,6/30/2018,18,0,0,0
39,6_30,6/30/2018,18,1,0,0
40,6_30,6/30/2018,18,0,0,0
41,6_30,6/30/2018,18,0,0,0
42,6_30,6/30/2018,18,1,0,0
43,6_30,6/30/2018,18,0,0,0
44,6_30,6/30/2018,18,1,0,0
45,6_30,6/30/2018,18,0,0,0
46,6_30,6/30/2018,18,0,0,0
47,6_30,6/30/2018,18,1,0,0
48,6_30,6/30/2018,18,1,0,0
49,6_30,6/30/2018,18,1,0,0
50,6_30,6/30/2018,18,1,0,0
51,6_30,6/30/2018,18,1,0,0
52,6_30,6/30/2018,18,1,0,0
53,6_30,6/30/2018,18,1,0,0
54,6_30,6/30/2018,18,1,0,0
55,6_30,6/30/2018,18,1,0,0
56,6_30,6/30/2018,18,1,0,0
57,6_30,6/30/2018,18,1,0,0
58,6_30,6/30/2018,18,1,0,0
59,6_30,6/30/2018,18,1,0,0
60,6_30,6/30/2018,18,0,0,0
61,6_30,6/30/2018,18,0,0,0
